system:index,area,band,class,class_name,.geo
19_0_12,2.5033586646728505,classification_2004,24,Urban Infrastructure,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_0_13,197.6604293190317,classification_2004,25,Other Non Vegetated Area,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_0_14,320.5146852280185,classification_2004,29,Rocky outcrop,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_0_15,5.225890098937986,classification_2004,30,Mining,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_0_16,3.7028087032470696,classification_2004,32,Salt flat,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_0_17,5687.213829645088,classification_2004,33,"River, Lake and Ocean","{""type"":""MultiPoint"",""coordinates"":[]}"
19_0_18,31.437514489257694,classification_2004,39,Soy Beans,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_0_19,2.188236606201175,classification_2004,40,Rice,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_0_20,29.066744298095724,classification_2004,41,Mosaic of Crops,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_0_21,15.12224133648682,classification_2004,46,Coffe,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_0_22,0.177881685546875,classification_2004,48,Other Perennial Crops,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_0_23,278.59906975959655,classification_2004,49,Wooded Restinga,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_0_0,17.931371708739988,classification_2005,0,Non Observed,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_0_1,309146.4766692557,classification_2005,3,Forest Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_0_2,21855.214984363713,classification_2005,4,Savanna Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_0_3,913.9445722861393,classification_2005,5,Magrove,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_0_4,26.537703925415006,classification_2005,9,Forest Plantation,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_0_5,5536.719516153651,classification_2005,11,Wetland,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_0_6,30763.76537745935,classification_2005,12,"Grassland (Pastizal, Formación Herbácea)","{""type"":""MultiPoint"",""coordinates"":[]}"
20_0_7,90.12912008757776,classification_2005,13,Other Non Forest Natural Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_0_8,4370.892108824096,classification_2005,15,Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_0_9,0.2219397541503906,classification_2005,20,Sugar Cane,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_0_10,905.3155473676803,classification_2005,21,Mosaic of Agriculture and Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_0_11,1131.308821640765,classification_2005,23,Beach and Dune,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_0_12,2.600423520202636,classification_2005,24,Urban Infrastructure,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_0_13,194.76156988714715,classification_2005,25,Other Non Vegetated Area,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_0_14,319.63069482640805,classification_2005,29,Rocky outcrop,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_0_15,5.791019469299303,classification_2005,30,Mining,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_0_16,8.79206298828125E-4,classification_2005,31,Aquaculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_0_17,4.299334439575192,classification_2005,32,Salt flat,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_0_18,5781.681644659369,classification_2005,33,"River, Lake and Ocean","{""type"":""MultiPoint"",""coordinates"":[]}"
20_0_19,33.07053989471431,classification_2005,39,Soy Beans,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_0_20,1.2640456990966804,classification_2005,40,Rice,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_0_21,28.25728077117921,classification_2005,41,Mosaic of Crops,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_0_22,14.397973104736323,classification_2005,46,Coffe,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_0_23,0.15347607775878905,classification_2005,48,Other Perennial Crops,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_0_24,275.90931620869554,classification_2005,49,Wooded Restinga,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_0_0,10.38799162542725,classification_2006,0,Non Observed,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_0_1,309019.22773600975,classification_2006,3,Forest Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_0_2,21919.053547733954,classification_2006,4,Savanna Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_0_3,905.0400640462068,classification_2006,5,Magrove,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_0_4,32.25470667321777,classification_2006,9,Forest Plantation,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_0_5,5649.0314421711355,classification_2006,11,Wetland,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_0_6,30588.93798990304,classification_2006,12,"Grassland (Pastizal, Formación Herbácea)","{""type"":""MultiPoint"",""coordinates"":[]}"
21_0_7,92.16872280669381,classification_2006,13,Other Non Forest Natural Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_0_8,4438.064740877253,classification_2006,15,Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_0_9,0.23609103955078126,classification_2006,20,Sugar Cane,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_0_10,869.6434918115891,classification_2006,21,Mosaic of Agriculture and Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_0_11,1124.8976970207966,classification_2006,23,Beach and Dune,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_0_12,2.7074229353027337,classification_2006,24,Urban Infrastructure,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_0_13,195.73346649176128,classification_2006,25,Other Non Vegetated Area,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_0_14,320.7210155053628,classification_2006,29,Rocky outcrop,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_0_15,6.413813332275366,classification_2006,30,Mining,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_0_16,6.017003437866208,classification_2006,32,Salt flat,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_0_17,5877.2770433349115,classification_2006,33,"River, Lake and Ocean","{""type"":""MultiPoint"",""coordinates"":[]}"
21_0_18,34.29875909509284,classification_2006,39,Soy Beans,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_0_19,4.082977938232414,classification_2006,40,Rice,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_0_20,31.931741787292506,classification_2006,41,Mosaic of Crops,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_0_21,15.13561027441405,classification_2006,46,Coffe,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_0_22,0.2959789420776368,classification_2006,48,Other Perennial Crops,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_0_23,276.71687579811106,classification_2006,49,Wooded Restinga,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_0_0,10.491373684631345,classification_2007,0,Non Observed,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_0_1,309011.4533678701,classification_2007,3,Forest Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_0_2,21956.88529086348,classification_2007,4,Savanna Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_0_3,876.6786558112184,classification_2007,5,Magrove,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_0_4,39.826249391479365,classification_2007,9,Forest Plantation,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_0_5,5599.224085847467,classification_2007,11,Wetland,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_0_6,30703.838166385598,classification_2007,12,"Grassland (Pastizal, Formación Herbácea)","{""type"":""MultiPoint"",""coordinates"":[]}"
22_0_7,95.08663505840268,classification_2007,13,Other Non Forest Natural Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_0_8,4493.502926440482,classification_2007,15,Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_0_9,0.8756713497924835,classification_2007,20,Sugar Cane,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_0_10,869.4712982790575,classification_2007,21,Mosaic of Agriculture and Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_0_11,1115.8908181374534,classification_2007,23,Beach and Dune,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_0_12,2.730432023071289,classification_2007,24,Urban Infrastructure,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_0_13,207.00498450024514,classification_2007,25,Other Non Vegetated Area,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_0_14,325.5203025061565,classification_2007,29,Rocky outcrop,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_0_15,6.9967011005859145,classification_2007,30,Mining,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_0_16,6.847061933715819,classification_2007,32,Salt flat,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_0_17,5727.166973415895,classification_2007,33,"River, Lake and Ocean","{""type"":""MultiPoint"",""coordinates"":[]}"
22_0_18,39.62547534417724,classification_2007,39,Soy Beans,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_0_19,2.04280348083496,classification_2007,40,Rice,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_0_20,34.60677367565921,classification_2007,41,Mosaic of Crops,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_0_21,16.286585579467772,classification_2007,46,Coffe,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_0_22,0.3607400519409181,classification_2007,48,Other Perennial Crops,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_0_23,277.86255786054943,classification_2007,49,Wooded Restinga,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_0_0,12.352660525451643,classification_2008,0,Non Observed,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_0_1,309006.3479401169,classification_2008,3,Forest Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_0_2,21994.121621763537,classification_2008,4,Savanna Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_0_3,890.0462994074358,classification_2008,5,Magrove,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_0_4,43.54871667956517,classification_2008,9,Forest Plantation,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_0_5,5577.204078164854,classification_2008,11,Wetland,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_0_6,30675.23936824442,classification_2008,12,"Grassland (Pastizal, Formación Herbácea)","{""type"":""MultiPoint"",""coordinates"":[]}"
23_0_7,96.0490347141645,classification_2008,13,Other Non Forest Natural Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_0_8,4489.901903802995,classification_2008,15,Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_0_9,0.8843263505859404,classification_2008,20,Sugar Cane,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_0_10,823.2818178221462,classification_2008,21,Mosaic of Agriculture and Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_0_11,1122.422835097323,classification_2008,23,Beach and Dune,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_0_12,2.7266813718872065,classification_2008,24,Urban Infrastructure,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_0_13,210.55518381707887,classification_2008,25,Other Non Vegetated Area,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_0_14,325.4595066511758,classification_2008,29,Rocky outcrop,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_0_15,7.952816844055197,classification_2008,30,Mining,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_0_16,0.007912836120605468,classification_2008,31,Aquaculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_0_17,7.207744974792474,classification_2008,32,Salt flat,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_0_18,5758.335221454886,classification_2008,33,"River, Lake and Ocean","{""type"":""MultiPoint"",""coordinates"":[]}"
23_0_19,40.11489691485602,classification_2008,39,Soy Beans,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_0_20,1.7828750995483458,classification_2008,40,Rice,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_0_21,36.39884287664796,classification_2008,41,Mosaic of Crops,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_0_22,17.24906841143799,classification_2008,46,Coffe,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_0_23,0.40438302716064484,classification_2008,48,Other Perennial Crops,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_0_24,280.6801936220218,classification_2008,49,Wooded Restinga,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_0_0,19.689312203918224,classification_2009,0,Non Observed,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_0_1,308939.0440491221,classification_2009,3,Forest Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_0_2,22029.71902169202,classification_2009,4,Savanna Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_0_3,915.4906292067495,classification_2009,5,Magrove,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_0_4,53.63532609588595,classification_2009,9,Forest Plantation,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_0_5,5546.104513231858,classification_2009,11,Wetland,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_0_6,30733.222055180242,classification_2009,12,"Grassland (Pastizal, Formación Herbácea)","{""type"":""MultiPoint"",""coordinates"":[]}"
24_0_7,98.29632142803129,classification_2009,13,Other Non Forest Natural Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_0_8,4587.541334507934,classification_2009,15,Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_0_9,0.9076565552368193,classification_2009,20,Sugar Cane,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_0_10,823.6438136765153,classification_2009,21,Mosaic of Agriculture and Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_0_11,1130.8013179010286,classification_2009,23,Beach and Dune,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_0_12,2.7687257066040036,classification_2009,24,Urban Infrastructure,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_0_13,196.12017016687088,classification_2009,25,Other Non Vegetated Area,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_0_14,324.84540104528037,classification_2009,29,Rocky outcrop,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_0_15,8.594824838623074,classification_2009,30,Mining,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_0_16,0.0052752203369140615,classification_2009,31,Aquaculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_0_17,6.011882078491206,classification_2009,32,Salt flat,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_0_18,5618.870519298328,classification_2009,33,"River, Lake and Ocean","{""type"":""MultiPoint"",""coordinates"":[]}"
24_0_19,36.254595063110266,classification_2009,39,Soy Beans,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_0_20,2.9780990296630843,classification_2009,40,Rice,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_0_21,47.53514046142587,classification_2009,41,Mosaic of Crops,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_0_22,17.23748433569334,classification_2009,46,Coffe,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_0_23,0.3661163295288088,classification_2009,48,Other Perennial Crops,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_0_24,280.592346215955,classification_2009,49,Wooded Restinga,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_0_0,16.298573965637193,classification_2010,0,Non Observed,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_0_1,309003.4787389541,classification_2010,3,Forest Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_0_2,22051.668120631417,classification_2010,4,Savanna Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_0_3,918.4329574718248,classification_2010,5,Magrove,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_0_4,63.001824354614136,classification_2010,9,Forest Plantation,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_0_5,5701.895899752976,classification_2010,11,Wetland,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_0_6,30729.506643555007,classification_2010,12,"Grassland (Pastizal, Formación Herbácea)","{""type"":""MultiPoint"",""coordinates"":[]}"
25_0_7,97.01731336125873,classification_2010,13,Other Non Forest Natural Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_0_8,4416.048878241211,classification_2010,15,Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_0_9,0.30662732678222643,classification_2010,20,Sugar Cane,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_0_10,859.399650469119,classification_2010,21,Mosaic of Agriculture and Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_0_11,1134.6099306921406,classification_2010,23,Beach and Dune,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_0_12,2.7642511707153323,classification_2010,24,Urban Infrastructure,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_0_13,194.08083155090367,classification_2010,25,Other Non Vegetated Area,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_0_14,313.0210928205485,classification_2010,29,Rocky outcrop,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_0_15,9.257559828186062,classification_2010,30,Mining,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_0_16,0.007033632141113281,classification_2010,31,Aquaculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_0_17,3.7534930692138624,classification_2010,32,Salt flat,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_0_18,5515.738060863472,classification_2010,33,"River, Lake and Ocean","{""type"":""MultiPoint"",""coordinates"":[]}"
25_0_19,37.79175806848134,classification_2010,39,Soy Beans,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_0_20,0.9851017371215813,classification_2010,40,Rice,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_0_21,53.17773839593506,classification_2010,41,Mosaic of Crops,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_0_22,16.759036706726036,classification_2010,46,Coffe,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_0_23,0.26526417797851565,classification_2010,48,Other Perennial Crops,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_0_24,281.0095497943232,classification_2010,49,Wooded Restinga,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_0_0,20.197543991516028,classification_2011,0,Non Observed,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_0_1,308885.06389304064,classification_2011,3,Forest Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_0_2,22024.275910860557,classification_2011,4,Savanna Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_0_3,917.107747066254,classification_2011,5,Magrove,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_0_4,69.87984954016113,classification_2011,9,Forest Plantation,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_0_5,5513.01632523914,classification_2011,11,Wetland,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_0_6,30892.986770659318,classification_2011,12,"Grassland (Pastizal, Formación Herbácea)","{""type"":""MultiPoint"",""coordinates"":[]}"
26_0_7,98.00267683153477,classification_2011,13,Other Non Forest Natural Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_0_8,4564.667248845265,classification_2011,15,Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_0_9,0.3209877509155273,classification_2011,20,Sugar Cane,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_0_10,882.5985529510527,classification_2011,21,Mosaic of Agriculture and Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_0_11,1133.5714293732422,classification_2011,23,Beach and Dune,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_0_12,2.760707307861327,classification_2011,24,Urban Infrastructure,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_0_13,187.27086880920444,classification_2011,25,Other Non Vegetated Area,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_0_14,311.65764374462054,classification_2011,29,Rocky outcrop,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_0_15,9.861733228088399,classification_2011,30,Mining,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_0_16,0.007033632873535157,classification_2011,31,Aquaculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_0_17,3.4113848742675703,classification_2011,32,Salt flat,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_0_18,5507.533169283949,classification_2011,33,"River, Lake and Ocean","{""type"":""MultiPoint"",""coordinates"":[]}"
26_0_19,40.393120435241634,classification_2011,39,Soy Beans,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_0_20,0.5641086909179693,classification_2011,40,Rice,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_0_21,56.8717974445801,classification_2011,41,Mosaic of Crops,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_0_22,16.60574693548582,classification_2011,46,Coffe,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_0_23,0.1834025322265625,classification_2011,48,Other Perennial Crops,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_0_24,281.46627752289953,classification_2011,49,Wooded Restinga,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_0_0,21.66217969451901,classification_2012,0,Non Observed,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_0_1,308939.3075167499,classification_2012,3,Forest Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_0_2,22010.341467823328,classification_2012,4,Savanna Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_0_3,905.7823715751216,classification_2012,5,Magrove,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_0_4,75.30771373297166,classification_2012,9,Forest Plantation,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_0_5,5186.076578791069,classification_2012,11,Wetland,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_0_6,31300.475942568766,classification_2012,12,"Grassland (Pastizal, Formación Herbácea)","{""type"":""MultiPoint"",""coordinates"":[]}"
27_0_7,96.66628840013743,classification_2012,13,Other Non Forest Natural Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_0_8,4506.780683226659,classification_2012,15,Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_0_9,0.31332334136962886,classification_2012,20,Sugar Cane,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_0_10,854.2123340883816,classification_2012,21,Mosaic of Agriculture and Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_0_11,1141.2750819339008,classification_2012,23,Beach and Dune,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_0_12,2.6673636860961905,classification_2012,24,Urban Infrastructure,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_0_13,183.83475290564058,classification_2012,25,Other Non Vegetated Area,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_0_14,310.638820410087,classification_2012,29,Rocky outcrop,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_0_15,10.700682945312503,classification_2012,30,Mining,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_0_16,0.007912816650390626,classification_2012,31,Aquaculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_0_17,3.453942875671383,classification_2012,32,Salt flat,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_0_18,5471.628517133438,classification_2012,33,"River, Lake and Ocean","{""type"":""MultiPoint"",""coordinates"":[]}"
27_0_19,42.11031643707267,classification_2012,39,Soy Beans,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_0_20,0.3495383034667968,classification_2012,40,Rice,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_0_21,59.59498904949947,classification_2012,41,Mosaic of Crops,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_0_22,15.554378410339334,classification_2012,46,Coffe,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_0_23,0.1634004506835937,classification_2012,48,Other Perennial Crops,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_0_24,281.3698332416494,classification_2012,49,Wooded Restinga,"{""type"":""MultiPoint"",""coordinates"":[]}"
28_0_0,22.868045549682392,classification_2013,0,Non Observed,"{""type"":""MultiPoint"",""coordinates"":[]}"
28_0_1,308997.7286831614,classification_2013,3,Forest Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
28_0_2,22007.17309112521,classification_2013,4,Savanna Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
28_0_3,916.0430458341834,classification_2013,5,Magrove,"{""type"":""MultiPoint"",""coordinates"":[]}"
28_0_4,77.57216458728068,classification_2013,9,Forest Plantation,"{""type"":""MultiPoint"",""coordinates"":[]}"
28_0_5,5412.48241990322,classification_2013,11,Wetland,"{""type"":""MultiPoint"",""coordinates"":[]}"
28_0_6,31233.345876484655,classification_2013,12,"Grassland (Pastizal, Formación Herbácea)","{""type"":""MultiPoint"",""coordinates"":[]}"
28_0_7,99.65938799504697,classification_2013,13,Other Non Forest Natural Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
28_0_8,4312.972868209236,classification_2013,15,Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
28_0_9,0.33113641882324213,classification_2013,20,Sugar Cane,"{""type"":""MultiPoint"",""coordinates"":[]}"
28_0_10,835.0918414377469,classification_2013,21,Mosaic of Agriculture and Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
28_0_11,1139.9952282086776,classification_2013,23,Beach and Dune,"{""type"":""MultiPoint"",""coordinates"":[]}"
28_0_12,2.7021795272216793,classification_2013,24,Urban Infrastructure,"{""type"":""MultiPoint"",""coordinates"":[]}"
28_0_13,181.94797502307213,classification_2013,25,Other Non Vegetated Area,"{""type"":""MultiPoint"",""coordinates"":[]}"
28_0_14,317.57278203856606,classification_2013,29,Rocky outcrop,"{""type"":""MultiPoint"",""coordinates"":[]}"
28_0_15,11.926034981140132,classification_2013,30,Mining,"{""type"":""MultiPoint"",""coordinates"":[]}"
28_0_16,0.009671226928710938,classification_2013,31,Aquaculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
28_0_17,3.5197933582763654,classification_2013,32,Salt flat,"{""type"":""MultiPoint"",""coordinates"":[]}"
28_0_18,5430.9895305605805,classification_2013,33,"River, Lake and Ocean","{""type"":""MultiPoint"",""coordinates"":[]}"
28_0_19,44.58211591455072,classification_2013,39,Soy Beans,"{""type"":""MultiPoint"",""coordinates"":[]}"
28_0_20,1.3777624193115203,classification_2013,40,Rice,"{""type"":""MultiPoint"",""coordinates"":[]}"
28_0_21,69.54426842083767,classification_2013,41,Mosaic of Crops,"{""type"":""MultiPoint"",""coordinates"":[]}"
28_0_22,14.371608387939446,classification_2013,46,Coffe,"{""type"":""MultiPoint"",""coordinates"":[]}"
28_0_23,0.24158022979736327,classification_2013,48,Other Perennial Crops,"{""type"":""MultiPoint"",""coordinates"":[]}"
28_0_24,286.2268395890002,classification_2013,49,Wooded Restinga,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_0_0,21.76647999151588,classification_2014,0,Non Observed,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_0_1,308965.6765766306,classification_2014,3,Forest Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_0_2,22015.37563908954,classification_2014,4,Savanna Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_0_3,918.7940880259482,classification_2014,5,Magrove,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_0_4,80.45266807897941,classification_2014,9,Forest Plantation,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_0_5,5364.600791880483,classification_2014,11,Wetland,"{""type"":""MultiPoint"",""coordinates"":[]}"
